accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,taxon_10,taxon_11,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
GU290092,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured eukaryote TKR07M.27,environmental,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),NA,NA,NA,Lake Tanganyika,"Molecular characterisation of the small-eukaryote community in a tropical Great Lake (Lake Tanganyika, East Africa)","Tarbe,A.-L., Stenuite,S., Balague,V., Descy,J.-P. and Massana,R.",Unpublished,uncultured eukaryote,TKR07M.27,"Lake Tanganyika, metalimnion",NA,NA,"Molecular characterisation of the small-eukaryote community in a tropical Great Lake (Lake Tanganyika, East Africa)","Tarbe,A.-L., Stenuite,S., Balague,V., Descy,J.-P. and Massana,R.",Unpublished
GU290094,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured eukaryote TKR07M.36,environmental,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),NA,NA,NA,Lake Tanganyika,"Molecular characterisation of the small-eukaryote community in a tropical Great Lake (Lake Tanganyika, East Africa)","Tarbe,A.-L., Stenuite,S., Balague,V., Descy,J.-P. and Massana,R.",Unpublished,uncultured eukaryote,TKR07M.36,"Lake Tanganyika, metalimnion",NA,NA,"Molecular characterisation of the small-eukaryote community in a tropical Great Lake (Lake Tanganyika, East Africa)","Tarbe,A.-L., Stenuite,S., Balague,V., Descy,J.-P. and Massana,R.",Unpublished
KC205979,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Trypanosomatida,Strigomonadinae,Angomonas,Angomonas deanei,Angomonas deanei,isolate,midgut or hindgut (ENVO missing),animal-associated environment (ENVO:01001002),parasite,371200,Acritochaeta orientalis,Madagascar,Growing diversity of trypanosomatid parasites of flies (Diptera: Brachycera): Frequent cosmopolitism and moderate host specificity,"Tyc,J., Votypka,J., Klepetkova,H., Sulakova,H., Jirku,M. and Lukes,J.","Mol. Phylogenet. Evol. 69 (1), 255-264 (2013)",Angomonas deanei,NA,midgut or hindgut,Acritochaeta orientalis,Madagascar,Growing diversity of trypanosomatid parasites of flies (Diptera: Brachycera): Frequent cosmopolitism and moderate host specificity,"Tyc,J., Votypka,J., Klepetkova,H., Sulakova,H., Jirku,M. and Lukes,J.","Mol. Phylogenet. Evol. 69 (1), 255-264 (2013)"
KC205982,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Trypanosomatida,Herpetomonadinae,Herpetomonas,Herpetomonas megaseliae,Herpetomonas muscarum,isolate,midgut or hindgut (ENVO missing),insecta-associated environment (ENVO missing),parasite,115424,Chrysomya megacephala,Madagascar,Growing diversity of trypanosomatid parasites of flies (Diptera: Brachycera): Frequent cosmopolitism and moderate host specificity,"Tyc,J., Votypka,J., Klepetkova,H., Sulakova,H., Jirku,M. and Lukes,J.","Mol. Phylogenet. Evol. 69 (1), 255-264 (2013)",Herpetomonas muscarum,NA,midgut or hindgut,Chrysomya megacephala,Madagascar,Growing diversity of trypanosomatid parasites of flies (Diptera: Brachycera): Frequent cosmopolitism and moderate host specificity,"Tyc,J., Votypka,J., Klepetkova,H., Sulakova,H., Jirku,M. and Lukes,J.","Mol. Phylogenet. Evol. 69 (1), 255-264 (2013)"
KC205992,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Trypanosomatida,Herpetomonadinae,Herpetomonas,Herpetomonas isaaci,Herpetomonas isaaci,isolate,midgut or hindgut (ENVO missing),insecta-associated environment (ENVO missing),parasite,235600,Chrysomya putoria,Madagascar,Growing diversity of trypanosomatid parasites of flies (Diptera: Brachycera): Frequent cosmopolitism and moderate host specificity,"Tyc,J., Votypka,J., Klepetkova,H., Sulakova,H., Jirku,M. and Lukes,J.","Mol. Phylogenet. Evol. 69 (1), 255-264 (2013)",Herpetomonas isaaci,NA,midgut or hindgut,Chrysomya putoria,Madagascar,Growing diversity of trypanosomatid parasites of flies (Diptera: Brachycera): Frequent cosmopolitism and moderate host specificity,"Tyc,J., Votypka,J., Klepetkova,H., Sulakova,H., Jirku,M. and Lukes,J.","Mol. Phylogenet. Evol. 69 (1), 255-264 (2013)"
KC205993,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Trypanosomatida,Herpetomonadinae,Herpetomonas,Herpetomonas,Trypanosomatidae sp. MMO-02,isolate,midgut or hindgut (ENVO missing),insecta-associated environment (ENVO missing),parasite,235600,Chrysomya putoria,Madagascar,Growing diversity of trypanosomatid parasites of flies (Diptera: Brachycera): Frequent cosmopolitism and moderate host specificity,"Tyc,J., Votypka,J., Klepetkova,H., Sulakova,H., Jirku,M. and Lukes,J.","Mol. Phylogenet. Evol. 69 (1), 255-264 (2013)",Trypanosomatidae sp. MMO-02,NA,midgut or hindgut,Chrysomya putoria,Madagascar,Growing diversity of trypanosomatid parasites of flies (Diptera: Brachycera): Frequent cosmopolitism and moderate host specificity,"Tyc,J., Votypka,J., Klepetkova,H., Sulakova,H., Jirku,M. and Lukes,J.","Mol. Phylogenet. Evol. 69 (1), 255-264 (2013)"
KT722794,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Trypanosomatida,Trypanosoma,Trypanosoma,Trypanosoma,Trypanosoma sp. TVY 14.010 Ii2Try,isolate,blood (ENVO:02000020),animal-associated environment (ENVO:01001002),parasite,34827,Indri indri,Madagascar,Blood transcriptomes reveal novel parasitic zoonoses circulating in Madagascar's lemurs,"Larsen,P.A., Hayes,C.E., Williams,C.V., Junge,R.E., Razafindramanana,J., Mass,V., Rakotondrainibe,H. and Yoder,A.D.","Biol. Lett. 12 (1), 0829 (2016)",Trypanosoma sp. TVY 14.010,Ii2Try,blood,Indri indri,Madagascar,Blood transcriptomes reveal novel parasitic zoonoses circulating in Madagascar's lemurs,"Larsen,P.A., Hayes,C.E., Williams,C.V., Junge,R.E., Razafindramanana,J., Mass,V., Rakotondrainibe,H. and Yoder,A.D.","Biol. Lett. 12 (1), 0829 (2016)"
KT722795,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Trypanosomatida,Trypanosoma,Trypanosoma,Trypanosoma,Trypanosoma sp. TVY 14.019 Ii3Try,isolate,blood (ENVO:02000020),animal-associated environment (ENVO:01001002),parasite,34827,Indri indri,Madagascar,Blood transcriptomes reveal novel parasitic zoonoses circulating in Madagascar's lemurs,"Larsen,P.A., Hayes,C.E., Williams,C.V., Junge,R.E., Razafindramanana,J., Mass,V., Rakotondrainibe,H. and Yoder,A.D.","Biol. Lett. 12 (1), 0829 (2016)",Trypanosoma sp. TVY 14.019,Ii3Try,blood,Indri indri,Madagascar,Blood transcriptomes reveal novel parasitic zoonoses circulating in Madagascar's lemurs,"Larsen,P.A., Hayes,C.E., Williams,C.V., Junge,R.E., Razafindramanana,J., Mass,V., Rakotondrainibe,H. and Yoder,A.D.","Biol. Lett. 12 (1), 0829 (2016)"
KC205990,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Trypanosomatida,Leishmaniinae,Leishmaniinae,Leishmaniinae,Leptomonas moramango,isolate,midgut or hindgut (ENVO missing),animal-associated environment (ENVO:01001002),parasite,1298489,Pachycerina cf. vaga,Madagascar,Growing diversity of trypanosomatid parasites of flies (Diptera: Brachycera): Frequent cosmopolitism and moderate host specificity,"Tyc,J., Votypka,J., Klepetkova,H., Sulakova,H., Jirku,M. and Lukes,J.","Mol. Phylogenet. Evol. 69 (1), 255-264 (2013)",Leptomonas moramango,NA,midgut or hindgut,Pachycerina cf. vaga,Madagascar,Growing diversity of trypanosomatid parasites of flies (Diptera: Brachycera): Frequent cosmopolitism and moderate host specificity,"Tyc,J., Votypka,J., Klepetkova,H., Sulakova,H., Jirku,M. and Lukes,J.","Mol. Phylogenet. Evol. 69 (1), 255-264 (2013)"
GQ864158,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Trypanosomatida,Trypanosoma,Trypanosoma terrestris,Trypanosoma terrestris,Trypanosoma sp. Seputih,isolate,bodily fluid (ENVO:02000019),animal-associated environment (ENVO:01001002),parasite,89632,Dicerorhinus sumatrensis,Malaysia,A novel trypanosome Trypanosoma vanstrieni n. sp. from Sumatran rhinoceroses (Dicerorhinus sumatrensis) in Indonesia and Malaysia,"McInnes,L.M., Harrison,J.L., Stokes-Greene,L., Muhammad,A., Khan,M., Ryan,U.M. and Reid,S.A.",Unpublished,Trypanosoma sp. Seputih,NA,Dicerorhinus sumatrensis (Sumatran rhinoceros),NA,Malaysia,A novel trypanosome Trypanosoma vanstrieni n. sp. from Sumatran rhinoceroses (Dicerorhinus sumatrensis) in Indonesia and Malaysia,"McInnes,L.M., Harrison,J.L., Stokes-Greene,L., Muhammad,A., Khan,M., Ryan,U.M. and Reid,S.A.",Unpublished
AY490215,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Parabodonida,Parabodo,Parabodo,Parabodo,Parabodo caudatus,culture,soil (ENVO:00001998),NA,free-living,NA,NA,Malaysia: Kuching: Sarawak,Ribosomal RNA phylogeny of bodonid and diplonemid flagellates and the evolution of euglenozoa,"von der Heyden,S., Chao,E.E., Vickerman,K. and Cavalier-Smith,T.","J. Eukaryot. Microbiol. 51 (4), 402-416 (2004)",Parabodo caudatus,NA,soil,NA,"Malaysia: Kuching, Sarawak",Ribosomal RNA phylogeny of bodonid and diplonemid flagellates and the evolution of euglenozoa,"von der Heyden,S., Chao,E.E., Vickerman,K. and Cavalier-Smith,T.","J. Eukaryot. Microbiol. 51 (4), 402-416 (2004)"
FJ032684,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma131_1A46,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Eukaryotic diversity and phylogeny using small- and large-subunit ribosomal RNA genes from environmental samples,"Marande,W., Lopez-Garcia,P. and Moreira,D.",Environ. Microbiol. (2009) In press,uncultured marine diplonemid,Ma131_1A46,25m Marmara sea small plankton (0.2-30um),NA,NA,Eukaryotic diversity and phylogeny using small- and large-subunit ribosomal RNA genes from environmental samples,"Marande,W., Lopez-Garcia,P. and Moreira,D.",Environ. Microbiol. (2009) In press
EU635673,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,DSPDII,DSPDII,DSPDII,DSPDII,DSPDII,uncultured marine diplonemid Ma115_D1_13,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma115_D1_13,1000m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635613,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma115_D1_40,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma115_D1_40,1000m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635668,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma115_D1_42,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma115_D1_42,1000m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635641,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma115_D1_43,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma115_D1_43,1000m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635638,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_01,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_01,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635664,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_12,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_12,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635646,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_14,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_14,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635627,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_20,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_20,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635593,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_21,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_21,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635628,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_22,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_22,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635634,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_24,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_24,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635648,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_26,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_26,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635678,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,DSPDII,DSPDII,DSPDII,DSPDII,DSPDII,uncultured marine diplonemid Ma126_D1_32,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_32,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635611,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_37,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_37,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635672,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_39,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_39,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635669,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma126_D1_46,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma126_D1_46,100m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635666,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma136_D1_05,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma136_D1_05,15m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635615,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma131_D1_04,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma131_D1_04,25m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635652,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma131_D1_06,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma131_D1_06,25m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635594,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma131_D1_30,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma131_D1_30,25m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
EU635671,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine diplonemid Ma131_D1_37,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Marmara Sea,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)",uncultured marine diplonemid,Ma131_D1_37,25m Marmara Sea small plankton,NA,NA,Pan-oceanic distribution of new highly diverse clades of deep-sea diplonemids,"Lara,E., Moreira,D., Vereshchaka,A. and Lopez-Garcia,P.","Environ. Microbiol. 11 (1), 47-55 (2009)"
